Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
19,"
Bukowa Wielka -1",R,169,-,-,chełmski
20,Buśno,E,1 162,1 162,19,chełmski
21,Bychawa,Z,149,-,-,lubelski
22,Bychawa II,Z,22,-,-,lubelski
23,"
Chotyłów",Z,tylko pzb.,-,-,bialski
24,Chotyłów I,T,101,-,-,bialski
25,Czołna I,R,1 152,-,-,puławski
26,Czołna II,R,399,-,-,puławski
27,Dąbrowa,E,10,-,0,kraśnicki
28,Dębówka,R,966,-,-,lubelski
29,"
Dobropol",Z,199,-,-,włodawski
30,Flisy,P,4 480,-,-,janowski
31,"Frampol I,II",E,178,18,0,biłgorajski
33,Garbów I,R,1,-,-,lubelski
34,Górka Kocka,P,1 682,-,-,".
lubartowski"
35,Gródek,R,886,-,-,parczewski
36,Halasy,R,1 798,-,-,bialski
37,Horoszczyce,Z,60,-,"
-",hrubieszowski
38,Irynówka,T,18,-,-,tomaszowski
39,Izbica-Osada,Z,1 341,-,-,krasnostawski
40,Janiszów dz.685-91,E,17,-,1,kraśnicki
41,Jeleń I,T,42,-,-,lubartowski
42,Karpiówka,T,85,"
-",-,kraśnicki
43,Klementowice,Z,166,-,-,puławski
44,Kolonia Spławy II,E,64,-,1,kraśnicki
45,Kolonia Spławy II-S,Z,15,-,-,kraśnicki
46,Kraśnik III,Z,658,-,-,kraśnicki
47,Kraśnik IV,Z,217,"
-",-,kraśnicki
48,Kraśnik V w Słodkowie,Z,1 977,-,-,kraśnicki
49,Kraśnik-Suchynia E,Z,40,-,-,kraśnicki
50,Kraśnik-Suchynia W,T,"
3",-,-,kraśnicki
51,Krynice,Z,603,-,-,tomaszowski
52,Lipiny Dolne,Z,"
406",-,-,biłgorajski
53,Lipka,Z,304,-,-,tomaszowski
54,Lisów I,Z,-,-,-,lubartowski
55,Lisów II,M,-,-,-,lubartowski
56,Łaziska,Z,"
66",-,-,opolski
57,Łomazy,Z,10,7,-,bialski
58,Łopatki,Z,217,-,-,puławski
59,Łuków,Z,1 178,-,-,łukowski
60,Łukówek I,Z,9,-,-,chełmski
61,Majdan Nowy,"
P",5 615,-,-,chełmski
62,Majdan Średni,Z,24,-,-,krasnostawski
63,Malinówka,R,219,-,-,chełmski
64,"
Markowicze",E,8 464,7 410,44,biłgorajski
65,Mejznerzyn k/Michowa,Z,83,-,-,lubartowski
66,Młynki,Z,2 931,-,-,puławski
67,Modliborzyce,Z,76,-,-,janowski
68,"
Niedrzwica Kościelna",R,385,-,-,lubelski
69,Niziny,T,83,-,-,kraśnicki
70,Niziny - N,E,56,-,1,kraśnicki
71,Niziny - S,Z,321,-,-,kraśnicki
72,Niziny-SE,R,81,-,-,kraśnicki
73,Niziny-W,Z,67,-,-,kraśnicki
74,"
Olszanka",E,87,-,1,biłgorajski
75,Olszowiec,P,1 022,-,-,lubartowski
76,Piotrowice Małe,T,111,-,-,puławski
78,Podlesie,R,17,-,-,kraśnicki
79,Podlesie - Głęboka,R,22,-,-,".
kraśnicki"
80,Podlesie N,Z,52,-,-,kraśnicki
81,Podlesie-S,Z,6,-,-,kraśnicki
82,Polichna,P,6 423,-,"
-",kraśnicki
83,Polichna I,R,52,-,-,kraśnicki
84,Przytoczno,P,4 561,-,-,lubartowski
85,Putnowice (Kaflarnia),R,4,-,-,chełmski
86,Radecznica,Z,235,-,-,zamojski
87,Rudnik I,Z,21,"
-",-,lubelski
88,Sabaudia - pole C,R,75,-,-,tomaszowski
89,Sabaudia I - pole A,Z,127,-,-,tomaszowski
90,Sabaudia II - pole B,Z,29,-,-,tomaszowski
91,Słodków - StróŜa,E,13,-,2,kraśnicki
92,Słodków Ia,R,4,"
-",-,kraśnicki
93,Słodków III,Z,52,-,-,kraśnicki
94,"Słodków III dz.768-9, 785",Z,14,-,-,kraśnicki
95,Słodków IV,E,"
25",-,2,kraśnicki
96,Sól,P,4 235,-,-,biłgorajski
97,Spławy I,Z,"
79",-,-,kraśnicki
98,Stawki,E,29,-,1,janowski
99,"Stawki dz.117,118,210",Z,108,-,-,janowski
100,Stawki IV,E,19,-,0,janowski
101,Stojeszyn,E,"
61",-,0,janowski
102,Stryjów,Z,39,-,-,krasnostawski
103,Suchynia,T,63,-,-,kraśnicki
104,Suchynia II,T,33,-,-,kraśnicki
105,Szastarka,R,182,-,-,kraśnicki
106,Tarnogród,"
Z",56,-,-,biłgorajski
107,Tarnogród I,R,11 526,-,-,biłgorajski
108,Tyszowce,Z,168,-,-,tomaszowski
109,"
Tyszowce-1",E,44,-,1,tomaszowski
110,Wierzbica,Z,11,-,-,kraśnicki
111,Wierzchowina,Z,3 256,-,-,krasnostawski
112,Wilkołaz Dolny,E,28,-,1,kraśnicki
113,"
Wilków",Z,160,-,-,opolski
114,Wincentów I,Z,-,-,-,lubartowski
115,Wincentów II,R,44,-,-,lubartowski
116,Wincentów /pole S i N/,R,35,-,-,lubartowski
117,Wincentów-Krzaki,Z,4,-,-,lubartowski
118,Wola śółkiewska,Z,672,-,-,krasnostawski
119,"
Wolica II dz.42,43,44",Z,75,-,-,janowski
120,WoŜuczyn,Z,2 250,-,-,tomaszowski
121,WoŜuczyn 1,Z,113,-,-,tomaszowski
123,Zakątek,R,43,-,-,m.Lublin
124,Zamościanka,Z,173,-,-,".
zamojski"
125,Zanie-KsięŜpol,E,62,-,0,biłgorajski
126,Zawada,R,3 403,-,-,zamojski
127,elków,R,5 530,-,"
-",lubartowski
1,"Bobrzany(dla
ceg.Małomice)",Z,1 614,-,-,Ŝagański
2,Borowe,R,1 222,"
873",-,Ŝagański
3,Broniszów,Z,275,-,-,nowosolski
4,Brzozowiec I,Z,154,-,-,gorzowski
5,Budych I,Z,3 414,-,-,Ŝarski
6,Chwaliszowice,Z,119,-,-,Ŝarski
7,Drzeniów,Z,381,"
-",-,Ŝarski
8,Glinka Górna,T,275,275,-,Ŝarski
9,Gorzów Wielkopolski,Z,472,-,-,m.Gorzów Wielkopolski
10,Gozdnica,E,"
2 791",2 457,17,Ŝagański
11,"Gozdnica Rejon III,I",Z,971,-,-,Ŝagański
12,Gozdnica-Południe,R,47,-,-,Ŝagański
13,Jasień II,T,"
2 035",895,-,Ŝarski
14,Klępina,P,6 486,-,-,zielonogórski
15,Klinkier,R,27,-,-,Ŝagański
16,KoŜuchów I,Z,"
29",-,-,nowosolski
17,Kunice I,Z,454,-,-,Ŝarski
18,Kunice IIA,Z,171,-,-,Ŝarski
19,Lubsko-Dachówczarnia I,Z,1 597,-,-,Ŝarski
20,Lubsko-Dachówczarnia II,Z,1 071,1 054,-,Ŝarski
21,Lubsko-Kaflarnia,"
R",430,-,-,Ŝarski
22,Lubsko-Szamotownia,Z,1 894,-,-,Ŝarski
23,Łukowice I,Z,234,-,-,Ŝagański
24,"
Łukowice III",Z,486,-,-,Ŝarski
25,Mirostowice,Z,538,-,-,Ŝarski
26,Mirostowice Dolne,R,1 107,-,-,Ŝarski
27,Mirostowice Dolne-S,T,3 032,1 132,-,Ŝarski
28,"
Murzynowo",Z,1 928,-,-,międzyrzecki
29,Muszkowo II,Z,4 034,-,-,sulęciński
30,Nietków,Z,103,-,-,zielonogórski
31,Nowe Miasteczko,R,2 384,-,-,nowosolski
32,Pruszków,Z,69,-,-,Ŝagański
33,Radowice,Z,291,-,-,zielonogórski
34,"
Siedlisko",R,1 393,-,-,nowosolski
35,"Skwierzyna Gaj I, Gaj II",Z,24,-,-,międzyrzecki
36,Skwierzyna Gaj III,R,503,-,-,międzyrzecki
38,Tuplice,Z,382,-,-,Ŝarski
39,Witnica,Z,192,-,-,".
gorzowski"
40,agań,Z,986,-,-,Ŝagański
1,Adamów,R,1 714,-,-,zgierski
2,Baby,Z,52,-,-,piotrkowski
3,Bełchatów-p.Szczerców,E,-,-,1,"bełchatowski,
pajęczański"
4,Brzeziny,Z,465,"
-",-,brzeziński
5,Brzeziny II,Z,89,-,-,brzeziński
6,Bujny Szlacheckie,E,78,-,2,bełchatowski
7,Byczki,Z,-,-,-,skierniewicki
8,Chełsty,E,8 728,7 517,31,opoczyński
9,Chociw III,Z,21,"
-",-,tomaszowski
10,Chotów,Z,562,-,-,wieluński
11,Chotów (złoŜe II),R,316,-,-,wieluński
12,Dąbrowa,Z,"
208",-,-,tomaszowski
13,Dąbrowa I,Z,-,-,-,tomaszowski
14,Dąbrowa II,E,50,50,1,tomaszowski
15,Dąbrówka,Z,"
42",-,-,zgierski
16,Dąbrówka Strumiany III,E,152,-,1,zgierski
17,Dębowa Góra,Z,13,-,-,skierniewicki
18,Dionizów,R,"
724",-,-,zduńskowolski
19,DruŜbice - 1,R,47,-,-,bełchatowski
20,Duchowizna,Z,82,-,-,rawski
21,Gaszyn,Z,546,-,-,wieluński
22,Glinice,Z,104,-,-,kutnowski
23,Goryń II,"
R",100,-,-,łaski
24,Gospodarz,Z,1 788,-,-,łódzki wschodni
25,Grabów,Z,-,-,-,łęczycki
26,"
Izabelin nr 7",Z,130,-,-,kutnowski
27,Jarosty Małe,Z,15,-,-,piotrkowski
28,Kalenice,Z,22,-,-,łowicki
29,Kalinów,Z,45,-,-,zgierski
30,"
Kalinów I",M,-,-,6,zgierski
31,Kaszewy,Z,2 027,-,-,kutnowski
32,Kiełmina IV,T,248,147,-,zgierski
33,Klewków I,Z,1,-,-,łowicki
34,Klewków II,R,1 344,-,-,łowicki
35,Kociszew II,Z,8,-,-,bełchatowski
36,"
Kolonia Kociszew II",Z,16,-,-,bełchatowski
37,Kolonia Kociszew III,Z,4,-,-,bełchatowski
38,Kolonia Kociszew IV,Z,5,-,-,bełchatowski
40,Kolonia Kociszew VII,T,70,-,-,bełchatowski
41,Kolonia Zawada,Z,62,-,-,".
tomaszowski"
42,Kręta-Niedźwiada,R,283,-,-,łowicki
43,Krobanów,R,510,-,-,zduńskowolski
44,Krobanówek II,Z,2 268,-,"
-",zduńskowolski
45,Kruszów,Z,75,-,-,łódzki wschodni
46,Kruszyna,Z,130,-,-,radomszczański
47,Kruszyna-Zalesie,R,14,-,-,radomszczański
48,Krzyworzeka,Z,1 241,-,-,wieluński
49,Lipie,Z,20,"
-",-,tomaszowski
50,Lipie II,Z,35,-,-,tomaszowski
51,Lipie IV,Z,16,-,-,tomaszowski
52,Lipie V,Z,-,-,-,tomaszowski
53,Lipie VI,Z,4,-,-,tomaszowski
54,Lipie VII,Z,17,"
-",-,tomaszowski
55,Lipie VIII,Z,36,-,-,tomaszowski
56,Łaznowska Wola,Z,133,-,-,tomaszowski
57,Maluszyn,R,"
43",-,-,radomszczański
58,Maluszyn-Kąty,Z,14,-,-,radomszczański
59,Małszyce,Z,"
-",-,-,łowicki
60,Michałów I,Z,-,-,-,piotrkowski
61,Michałów V,E,19,-,3,piotrkowski
62,Mniszków,M,-,-,1,opoczyński
63,Mokrsko,E,"
1 326",978,5,wieluński
64,Natolin,Z,-,-,-,łódzki wschodni
65,Natolin I,Z,45,-,-,łódzki wschodni
66,Nieborów,R,3,-,-,łowicki
67,Ostrów,Z,280,-,-,piotrkowski
68,Ostrówek,"
R",144,-,-,zduńskowolski
69,Piaskowice,R,22,-,-,zgierski
70,Piotrków Trybunalski,Z,-,-,-,m.Piotrków Trybunalski
71,"
Piotrków Trybunalski I",Z,261,-,-,m.Piotrków Trybunalski
72,Polichno,Z,490,-,-,piotrkowski
73,Polichno II,Z,580,-,-,piotrkowski
74,Popów I,Z,-,-,-,łowicki
75,"
Popów II",Z,6,-,-,łowicki
76,Popów III,Z,6,-,-,łowicki
77,Popów IV,Z,8,-,-,łowicki
78,Radomsko I,Z,tylko pzb.,-,-,radomszczański
79,Rossoszyca,R,24,-,-,sieradzki
80,Rowiska,R,8,-,-,skierniewicki
81,"
RozdŜały",Z,2 868,-,-,sieradzki
82,Ruda (Goryń),Z,5 388,-,-,łaski
83,Sędów,Z,617,-,-,opoczyński
85,Skronina,R,111,-,-,opoczyński
86,Sowińce,Z,57,-,-,".
łaski"
87,Stryków,Z,82,-,-,zgierski
88,Tadziów,Z,16,-,-,wieruszowski
89,Unewel-Wschód,M,-,-,"
-",opoczyński
90,Uniejów,R,510,-,-,poddębicki
91,Uniejów (p.),Z,158,-,-,poddębicki
92,Wąwał,Z,554,-,-,tomaszowski
93,Wąwał I,Z,12,-,-,tomaszowski
94,Wiaderno,Z,29,"
-",-,tomaszowski
95,Wielenin,Z,1 245,-,-,poddębicki
96,Wiewiórów,Z,34,-,-,radomszczański
97,Wola Bachorska I,E,58,58,3,łaski
98,Wymysłów,Z,1,-,-,pabianicki
99,Zelów,Z,1 351,"
-",-,bełchatowski
100,Zelówek,Z,11,-,-,bełchatowski
101,Zelówek 1,R,63,-,-,bełchatowski
102,Zelówek IV,T,"
59",-,-,bełchatowski
103,Zelówek V,T,92,-,-,bełchatowski
104,Zelów-Jersak,Z,"
tylko pzb.",-,-,bełchatowski
105,Złote,P,2 480,-,-,sieradzki
106,Złote Góry,R,1 074,-,-,wieluński
107,Złote Góry II,T,235,191,-,wieluński
1,Bachowice,Z,140,-,-,wadowicki
2,Biała NiŜna,R,161,-,-,nowosądecki
3,Biecz 1,E,894,894,0,gorlicki
4,Biegonice-Dąbrówka,"
Z",554,-,-,m.Nowy Sącz
5,Biegonice-Mystków,Z,361,-,-,m.Nowy Sącz
6,Biegonice-Stanisław,E,348,348,5,m.Nowy Sącz
7,"
Bielowice",T,2 203,1 887,-,m.Nowy Sącz
8,Bochnia II,P,624,-,-,bocheński
9,Bolęcin I,Z,812,-,-,chrzanowski
10,Bonarka-Łagiewniki,Z,2 046,-,-,m.Kraków
11,"
Brzezie",P,2 833,-,-,wielicki
12,Brzezinka Biegonicka,T,1 930,68,-,m.Nowy Sącz
13,Bukowno Stare,R,185,-,-,olkuski
14,Chochorowice,R,16,-,-,nowosądecki
15,Chocznia,R,2 447,-,-,wadowicki
16,Chodenice,R,3 783,-,-,bocheński
17,"
Gaboń",Z,60,-,-,nowosądecki
18,Gaboń-Grabie,E,14,-,4,nowosądecki
19,Gierczyce,Z,266,-,-,bocheński
21,Gorlice 4,Z,363,189,-,gorlicki
22,Górka (Trzebinia-Siersza),Z,538,-,-,".
chrzanowski"
23,Grabno,Z,298,-,-,tarnowski
24,Hebdów,E,509,393,1,proszowicki
25,Jabłonka,P,2 974,-,"
-",nowotarski
26,Jankowa,T,80,69,-,gorlicki
27,Jasień-obsz.I Ostra Góra,K,-,-,-,brzeski
28,Jasień-obsz.II Brzezowiec,K,-,-,-,brzeski
29,Jazowsko,R,89,-,-,nowosądecki
30,Kęty,T,468,"
190",-,oświęcimski
31,Kierlikówka-Łąkta Dolna II,R,19,-,-,bocheński
32,Konstancja-Mieszczanka,Z,2 521,-,-,m.Tarnów
33,Krościenko,Z,92,-,-,nowotarski
34,Krzęcin,P,6 139,-,-,krakowski
35,KrzyŜ,E,698,"
698",1,tarnowski
36,Kwasowiec,R,262,-,-,nowosądecki
37,Lipnica Murowana,Z,169,-,-,bocheński
38,Lipnica Murowana I,Z,"
284",-,-,bocheński
39,Łąkta Dolna-Kierlikówka,R,18,-,-,bocheński
40,Łąkta Górna,R,"
15",-,-,bocheński
41,Łukowa,P,7 659,-,-,tarnowski
42,Łukowa I,E,167,-,3,tarnowski
43,Mszanka,P,3 982,-,-,gorlicki
44,Myślenice-Polanka,Z,"
227",-,-,myślenicki
45,Niskowa,R,122,-,-,nowosądecki
46,Nowy Sącz - Załubińcze I,T,109,-,-,m.Nowy Sącz
47,Nowy Targ II,Z,1 358,-,-,nowotarski
48,Ołpiny,Z,110,-,-,tarnowski
49,Osiek,"
Z",237,-,-,oświęcimski
50,Proszowice,Z,2 765,-,-,proszowicki
51,Przeciszów,Z,479,-,-,oświęcimski
52,"
Przymiarki",R,5 118,-,-,olkuski
53,Radłów - Pole Północne,Z,79,-,-,tarnowski
54,Ratajów,R,38,-,-,krakowski
55,Rzezawa,P,1 237,-,-,bocheński
56,"
Siedliska",Z,85,-,-,tarnowski
57,Sieradza,Z,3 356,-,-,tarnowski
58,Soślina,P,2 140,-,-,nowotarski
59,Stradomka II,P,3 987,-,-,bocheński
60,StróŜe,Z,30,-,-,nowosądecki
61,Szczucin,Z,90,-,-,dąbrowski
62,"
Szczyrzyc",T,96,19,-,limanowski
63,Szpitary,Z,784,-,-,proszowicki
64,Świdnik I,R,25,-,-,limanowski
66,Tuchów,Z,40,-,-,tarnowski
67,Turza,R,7,-,-,".
tarnowski"
68,Wadowice-Łazówka,Z,335,-,-,wadowicki
69,Wawrzeńczyce,Z,188,-,-,krakowski
70,Widomia I,Z,237,-,"
-",nowosądecki
71,Włosienice,P,3 353,-,-,dąbrowski
72,Wojnarowa I,T,305,54,-,nowosądecki
73,Wola Rzędzińska,E,40 865,5 589,153,tarnowski
74,Zaborówka,P,1 730,-,-,gorlicki
75,Zawada,Z,316,"
-",-,m.Nowy Sącz
76,Zesławice,Z,7 525,1 713,-,m.Kraków
1,Adamów,R,119,-,-,grodziski
2,Anielinek,Z,70,"
-",-,otwocki
3,Anielinek II,Z,240,-,-,otwocki
4,Anielinek III,R,177,-,-,otwocki
5,Arcelin,Z,"
123",-,-,płoński
6,Arcelin II,E,67,-,2,płoński
7,Babiec Piaseczny,Z,"
-",-,-,sierpecki
8,Babiec Piaseczny II,E,2,-,2,sierpecki
9,Babiec Wienczanki,Z,-,-,-,sierpecki
10,Budy Mszczonowskie II,Z,794,-,-,Ŝyrardowski
11,Budy Mszczonowskie III,Z,"
66",-,-,Ŝyrardowski
12,Budy Mszczonowskie II(P),Z,13,-,-,Ŝyrardowski
13,Budy Obrębskie,R,3 037,-,-,pułtuski
14,Budy Stare,R,1 236,-,-,sochaczewski
15,Cekanowo,Z,tylko pzb.,-,-,płocki
16,Chajęty,"
Z",63,-,-,wołomiński
17,Chajęty 3,R,276,-,-,wołomiński
18,Chajęty 3/1,R,106,-,-,wołomiński
19,"
Chajęty II",E,325,323,1,wołomiński
20,Cieciórki I,Z,171,-,-,płoński
21,Cieciórki III,Z,132,-,-,płoński
22,Ciemne I,T,27,-,-,wołomiński
23,"
Ciemne IV",R,217,-,-,wołomiński
24,Ciemne VI,E,72,-,2,wołomiński
25,Ciemne VIII,R,42,-,-,wołomiński
26,Ćwiklin,Z,161,-,-,płoński
27,Ćwiklin III,Z,39,-,-,płoński
28,Ćwiklin IV,Z,34,-,-,płoński
29,"
Ćwiklin IX",Z,104,-,-,płoński
30,Ćwiklin VI,P,725,-,-,płoński
31,Ćwiklin VII,E,300,251,3,płoński
33,Dobre,P,2 650,-,-,miński
34,Domaniew,P,9 449,-,-,".
pruszkowski"
35,Drwały,Z,-,-,1,pułtuski
36,Górki Garwolińskie,Z,35,-,-,garwoliński
37,Góry I,R,334,-,"
-",m.Płock
38,Góry II,Z,-,-,-,m.Płock
39,Grzebowilk,R,142,-,-,miński
40,Grzebowilk (zar.),Z,135,-,-,miński
41,Guzowatka,R,6 541,-,-,wołomiński
42,Guzowatka 4,E,185,"
185",3,wołomiński
43,Guzowatka III,E,81,-,7,wołomiński
44,Guzowatka III/1,E,45,-,4,wołomiński
45,Henryków,Z,503,-,-,grodziski
46,Iłów,R,3 703,-,-,sochaczewski
47,Kobyłka,R,44,"
-",-,wołomiński
48,Kobyłka Dworkowa I,Z,13,-,-,wołomiński
49,Kobyłka I,R,62,-,-,wołomiński
50,Kobyłka Kolonia Chór 5,T,"
37",-,-,wołomiński
51,Kobyłka Kolonia Chór-dz.46,Z,2,-,5,wołomiński
52,Kobyłka-Chór I,Z,"
95",-,-,wołomiński
53,Kobyłka-Dworkowa,Z,24,-,-,wołomiński
54,Kobyłka-dz.59,Z,0,-,-,wołomiński
55,Kobyłka-dz.850,Z,7,-,-,wołomiński
56,Kobyłka-Maciołki,Z,"
14",-,-,wołomiński
57,Kobyłka-Maciołki DM,T,386,322,-,wołomiński
58,Kobyłka-Maciołki II,Z,9,-,-,wołomiński
59,Kobyłka-Zalasek,Z,188,-,-,wołomiński
60,Konstantynów,Z,493,-,-,gostyniński
61,Kosewo,"
Z",33,-,-,nowodworski
62,Kosewo,Z,466,-,-,nowodworski
63,Kosewo 1,T,36,36,-,nowodworski
64,"
Kosewo 2",E,83,-,4,nowodworski
65,Kosewo-Konary,R,2 564,-,-,nowodworski
66,Koziołki,Z,268,-,-,płocki
67,Kraszewo,Z,146,-,-,ciechanowski
68,"
Kuznocin",Z,627,-,-,sochaczewski
69,Kuznocin (zarej.),Z,125,-,-,sochaczewski
70,Łęg,R,1 315,-,-,sochaczewski
71,Łosie,T,147,143,-,wołomiński
72,Łosie I,T,303,52,-,wołomiński
73,Łubna,Z,2 000,-,-,piaseczyński
74,"
Makówiec DuŜy I",R,59,-,-,miński
75,Małopole II k,T,300,12,-,wołomiński
76,Małopole III,E,50,-,2,wołomiński
78,Marki - Lisa Kuli 69,Z,6,-,-,wołomiński
79,Marki ul.Szkolna 74,Z,52,52,-,".
wołomiński"
80,Marki Wesoła 57,Z,0,-,-,wołomiński
81,Marki-Fabryczna 82,Z,23,-,-,wołomiński
82,Marki-Pole Południowe,R,17,-,"
-",wołomiński
83,Marki-Rutkowski,Z,6,-,-,wołomiński
84,Marki-ul.Wesoła,Z,11,-,-,wołomiński
85,Marki-Wesoła 13,Z,0,-,-,wołomiński
86,Marki-Wilcza,Z,5,-,-,wołomiński
87,Miętne,Z,13,"
-",-,garwoliński
88,Miętne II,Z,797,-,-,garwoliński
89,Mława,Z,209,-,-,mławski
90,Mochty,Z,188,-,-,nowodworski
91,Mochty I,R,21,-,-,nowodworski
92,Mogielnica,Z,150,"
-",-,grójecki
93,Mokre,Z,25,-,-,wołomiński
94,Mokre - dz. nr 373/2,R,41,-,-,wołomiński
95,Mokre II,M,"
-",-,-,wołomiński
96,Mokre IV,T,161,161,-,wołomiński
97,"Mokre- Truszkowski, Kryski",T,"
106",106,-,wołomiński
98,Mokre-Słupno,Z,170,-,-,wołomiński
99,Nadma,R,76,-,-,wołomiński
100,Nasierowo,Z,5 290,-,-,ciechanowski
101,Natolin,Z,"
202",-,-,grodziski
102,Niskie Wielkie I,Z,629,-,-,przasnyski
