Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
15,"
Lubowierz",T,9.79,-,-,włodawski
16,Ludwin II,Z,7.55,-,-,łęczyński
17,Ludwinek,M,tylko pzb.,-,-,łęczyński
19,Mogielnica I,R,481.61,-,-,chełmski
20,Oleśniki,P,4 542.66,-,-,".
świdnicki"
21,Osowa dz. nr 353,R,9.92,-,-,włodawski
22,Rudnik I,T,57.12,-,-,kraśnicki
23,Rudnik II,R,18.31,13.19,"
-",kraśnicki
24,Stary Majdan,P,9.29,-,-,włodawski
25,Stoczek,E,2 315.67,2 165.74,113.22,radzyński
26,Wilkołaz,E,71.59,40.01,19.31,kraśnicki
27,Wytyczno,Z,278.86,-,-,włodawski
28,Wytyczno I,M,-,"
-",-,włodawski
29,Wytyczno II,M,-,-,-,włodawski
30,Wytyczno III,R,50.00,-,-,włodawski
1,Bargów*,T,13.06,"
-",-,sulęciński
2,Brzeźno,R,84.30,-,-,gorzowski
3,Czarnowo,T,0.06,-,-,krośnieński
4,Czarnowo I,R,"
6.99",-,-,krośnieński
5,Gajec,R,35.39,-,-,słubicki
6,Grabin,T,"
13.74",-,-,krośnieński
7,Gronów,E,37.46,-,2.27,krośnieński
8,Karszyn CA,E,206.05,192.44,11.59,zielonogórski
9,Konotop III,E,32.93,-,10.42,nowosolski
10,Lgiń II,R,"
126.33",126.33,-,wschowski
11,Lgiń V,T,5.25,-,-,wschowski
12,Lgiń VI,E,7.50,-,0.22,wschowski
13,Lubiechnia Mała,R,23.00,-,-,słubicki
14,Lubięcin,R,64.90,-,-,nowosolski
15,Lubięcin I,"
R",51.60,-,-,nowosolski
16,Ośno*,P,888.20,-,-,słubicki
17,Trzebule,E,33.91,-,2.31,krośnieński
18,"
śytowań RC",M,6.98,-,-,krośnieński
1,Danielów,Z,3.83,-,-,radomszczański
2,"
Danielów I",T,1.14,-,-,radomszczański
3,Huta Porajska,T,136.63,85.22,-,radomszczański
4,JeŜów,R,4.81,-,-,piotrkowski
5,Napoleonów,Z,21.64,-,-,radomszczański
6,Napoleonów I,Z,5.67,-,-,radomszczański
7,Napoleonów III,Z,-,-,-,radomszczański
8,"
Napoleonów IV",R,10.68,-,-,radomszczański
9,Napoleonów VI,Z,5.11,-,-,radomszczański
10,Piaszczyce,T,95.86,-,-,radomszczański
1,Pogórska Wola*,P,34.00,-,-,tarnowski
2,Puścizna Wielka*,E,322.71,154.58,3.63,nowotarski
1,Biernaty Stare,E,369.76,369.76,18.03,łosicki
2,Grabnik,R,39.83,-,-,ostrołęcki
3,Hadynów,Z,25.49,-,-,łosicki
4,Kanał Bieliński*,P,358.20,"
-",-,sochaczewski
5,Karaska I,E,1 661.60,1 650.88,158.28,ostrołęcki
6,Karaska II,R,5 001.01,-,-,ostrołęcki
7,Kobierniki,R,171.16,-,-,płocki
8,Pieróg,T,4.64,-,-,siedlecki
9,Pieróg II,T,6.44,"
-",-,siedlecki
10,Pieróg III,E,9.08,-,2.40,siedlecki
11,Pieróg IV,R,15.30,-,-,siedlecki
12,Wyrzyki IV,E,"
238.13",30.63,13.18,łosicki
13,Wyrzyki-Pólko,Z,4.34,-,-,łosicki
1,Większyce*,P,287.90,-,-,"kędzierzyńsko-
kozielski"
1,OŜanna,R,110.79,-,-,leŜajski
2,Podemszczyzna*,E,369.73,369.73,0.61,lubaczowski
3,Rzemień,T,-,-,-,mielecki
4,Sigiełki,"
E",32.82,-,1.76,niŜański
5,Studzieniec,T,-,-,-,stalowowolski
6,Wola Chorzelowska*,R,101.00,-,-,mielecki
1,BerŜniki,P,430.50,-,-,sejneński
2,Dubowo,P,1 055.00,-,-,sejneński
3,Imszar II,E,506.12,98.80,11.79,białostocki
4,"
Imszar III*",E,117.00,16.07,0.05,białostocki
5,Kolnica*,R,583.78,-,-,augustowski
6,OŜarki,E,6.32,-,1.32,zambrowski
7,Podsokołda*,R,47.29,-,-,białostocki
8,Rabinówka,E,1 695.68,1 566.89,120.14,białostocki
9,Rajgród,Z,281.40,-,-,grajewski
10,"
Zelwa",P,290.65,-,-,sejneński
2,Góra IV,T,10.30,-,-,wejherowski
3,Jałowiec,T,125.23,125.23,-,".
kwidzyński"
4,Jałowiec I,R,282.20,-,-,kwidzyński
5,Kaplica-Połęczyno,E,145.88,145.88,2.10,kartuski
6,Krakulice-Gać-Kompleks A,E,2 335.75,656.60,"
50.64",słupski
7,Łubiana I,R,9.00,-,-,kościerski
8,Perlino,Z,6.00,-,-,wejherowski
9,Postolin-Cygusy,Z,58.00,-,-,sztumski
10,Roszczyce II,E,55.85,55.84,1.04,lęborski
11,RóŜyny III,R,16.27,"
-",-,gdański
12,Ustka*,R,196.00,-,-,słupski
13,Wieliszewo,T,1 743.10,258.00,-,słupski
14,Witanowo,R,197.50,-,-,bytowski
15,Witanowo II,E,408.20,232.30,13.00,bytowski
1,Babice,E,tylko pzb.,-,15.93,raciborski
2,Bronów A*,R,"
951.00",-,-,bielski
3,Bronów B*,P,115.00,-,-,cieszyński
4,Pawłówka A,Z,"
26.42",-,-,pszczyński
5,Pawłówka B,R,27.28,-,-,pszczyński
6,Rudołtowice*,E,103.60,103.60,0.34,pszczyński
7,Smyków,R,110.57,-,-,częstochowski
8,Zabłocie*,E,"
5.27",4.71,0.43,cieszyński
9,Zabłocie 4,R,6.07,-,-,cieszyński
10,Zabłocie S,E,38.77,-,0.37,cieszyński
1,Mosty III,"
R",104.85,-,-,kielecki
2,Siwice*,Z,82.76,-,-,buski
1,Biedkowo,Z,204.31,-,-,braniewski
2,Bornity I,R,51.50,-,-,braniewski
3,Budwity,E,1 333.82,991.22,23.52,ostródzki
4,"
Florczaki",Z,8.21,-,-,ostródzki
5,Frąknowo,R,27.29,-,-,nidzicki
6,Józefowo,E,3 326.87,2 006.56,75.62,braniewski
7,Lutek,Z,-,-,-,olsztyński
8,Lutek II,Z,-,-,-,olsztyński
9,Lutek III,Z,0.44,-,-,olsztyński
10,"
Lutek V",Z,1.14,-,-,olsztyński
11,Ługwałd,R,113.14,-,-,olsztyński
12,Malinowo III,R,34.70,-,-,nidzicki
14,Nibork Drugi,R,151.63,-,-,nidzicki
15,Nibork Drugi 1,R,22.69,-,-,".
nidzicki"
16,Niedrzwica,E,998.46,732.68,6.88,gołdapski
17,Niedrzwica 4*,R,42.33,-,-,gołdapski
18,Niedrzwica II*,R,166.51,-,"
-",gołdapski
19,Niedrzwica III*,E,0.54,-,0.01,gołdapski
20,Rapa,R,3.20,48.99,-,gołdapski
21,Romoty,P,342.10,-,-,ełcki
22,Rucianka,E,264.37,59.31,40.30,elbląski
23,Skandawa-C*,P,629.20,"
-",-,kętrzyński
24,Warkałki,Z,24.10,-,-,ostródzki
25,Wiłkajcie-Niedrzwica III,E,944.70,610.40,0.40,gołdapski
26,Wojciechy-B*,P,754.40,-,-,bartoszycki
27,Zezuj,Z,tylko pzb.,-,-,olsztyński
1,Biskupice MS,R,26.21,-,-,wolsztyński
2,Biskupice TS,R,"
26.04",-,-,wolsztyński
3,BłaŜejewo-K*,P,120.00,-,-,śremski
4,Borówiec,R,"
7.81",-,-,poznański
5,Boruja Nowa AO,T,5.19,-,-,nowotomyski
6,Brzeźno JŁ,R,20.45,-,-,wągrowiecki
7,Byszki,P,78.80,-,-,pilski
8,Chlebowo,E,"
7.44",-,0.42,obornicki
9,Chorzemin II,M,14.82,-,-,wolsztyński
10,Chorzemin III,R,11.50,-,-,wolsztyński
11,Długa Goślina,T,10.10,-,-,poznański
12,Długa Goślina I,T,18.97,18.91,-,poznański
13,DzierząŜno,"
R",19.98,19.98,-,złotowski
14,DzierząŜno 1 (pole A),Z,4.22,-,-,złotowski
15,DzierząŜno 2 (pole B),Z,19.74,-,-,złotowski
16,"
DzierząŜno 3",E,187.55,165.22,24.85,złotowski
17,Gorszewice AW,R,31.07,-,-,szamotulski
18,Górsko,R,8.79,-,-,wolsztyński
19,Grąblin I,E,27.30,-,0.30,koniński
20,"
Gruszczyn JK",R,15.46,-,-,poznański
21,Gruszczyn WWJ,R,16.88,-,-,poznański
22,Jabłonna JS,E,21.53,-,1.50,grodziski
23,Jastrzębsko II,R,6.81,-,-,nowotomyski
24,Jastrzębsko Stare,T,273.64,273.64,-,nowotomyski
25,Kiełpinek II,Z,34.17,-,-,złotowski
26,"
Kiełpinek II/1",Z,31.49,-,-,złotowski
27,Kuźnica Zbąska AO,R,6.89,-,-,grodziski
28,Kuźnica Zbąska JP,R,58.55,-,-,grodziski
30,Kuźnica Zbąska KP,Z,20.24,-,-,grodziski
31,Kuźnica Zbąska KW,E,8.74,-,3.00,".
grodziski"
32,Kuźnica Zbąska MRD I,R,15.09,-,-,grodziski
33,Kuźnica Zbąska RG II,R,21.40,-,-,grodziski
34,Kuźnica Zbąska RG III,R,11.96,-,"
-",grodziski
35,Kuźnica Zbąska SR,Z,3.94,-,-,grodziski
36,Kuźnica Zbąska SR II,Z,8.65,-,-,grodziski
37,Kwiejce-Zbiornik D,R,118.30,-,-,"czarnkowsko-
trzcianecki"
38,Lędyczek,Z,81.79,"
-",-,złotowski
39,Łękno,Z,242.38,-,-,wągrowiecki
40,Nienawiszcz FP,T,15.65,15.65,-,obornicki
41,Piecewo,R,58.79,-,-,złotowski
42,Piecewo 1,R,30.16,-,-,złotowski
43,Podgaje,R,51.30,"
-",-,złotowski
44,Potulice Stare,E,237.75,231.15,29.82,złotowski
45,Raduszyn FP,R,632.79,-,-,poznański
46,Rybowo,Z,"
232.29",-,-,wągrowiecki
47,Rybowo-I,E,32.26,35.86,2.40,wągrowiecki
48,Samica-Marcin II,R,"
80.00",-,-,leszczyński
49,Skic,Z,77.85,-,-,złotowski
50,Skic II,R,133.80,133.80,-,złotowski
51,Skic-Kujan,R,830.70,-,-,"pilski, złotowski"
52,Stawnica,R,"
50.48",-,-,złotowski
53,Stroszki,Z,31.35,-,-,wrzesiński
54,StrzyŜewo Kościelne,Z,69.00,-,-,gnieźnieński
55,Studzieniec-Boguniewo,R,96.43,27.38,-,obornicki
56,Sypniewo I,Z,14.71,-,-,złotowski
57,Sypniewo III,"
Z",9.82,-,-,złotowski
58,Władysławowo,E,10.74,-,1.00,nowotomyski
59,Wydorowo,E,38.31,-,5.30,kościański
60,"
Zbąszyń",Z,85.36,-,-,nowotomyski
1,Bronowo*,E,351.82,283.08,1.44,świdwiński
2,"
Człopa",R,551.00,-,-,wałecki
3,"Dąbrowa Nowogardzka-
Karsk",R,993.70,-,-,goleniowski
4,Dziwogóra*,R,112.60,-,-,świdwiński
5,Gąsierzyno,R,212.00,-,-,goleniowski
6,Golin,Z,37.65,-,-,wałecki
7,"
Gołańcz*",P,282.00,-,-,gryficki
8,Grąbczyn,E,96.92,-,0.34,szczecinecki
9,Hanki-Mirosławiec,T,243.30,195.90,-,wałecki
11,Kazimierz III,E,110.68,110.68,18.60,szczecinecki
12,Kołatnik,R,137.85,-,-,".
wałecki"
13,Kołobrzeg*,E,2 822.09,2 822.09,0.99,kołobrzeski
14,Kraśnik-Recz,P,1 021.40,-,-,choszczeński
15,Łazice,E,740.86,729.52,"
19.50",drawski
16,Łysinin,Z,124.33,-,-,drawski
17,Łysinin - pole C,E,24.45,-,10.62,drawski
18,Łysinin-pole B,Z,25.48,-,-,drawski
19,Malechowo,P,373.14,-,-,sławieński
20,Międzyzdroje*,R,18.27,"
-",-,m.Świnoujście
21,Mirosławiec JS,E,49.88,-,8.16,wałecki
22,Mirosławiec JS I,T,27.58,-,-,wałecki
23,Mosina,E,1 436.73,869.96,77.05,szczecinecki
24,Mosina II,R,159.40,-,-,szczecinecki
25,Nosibądy,E,157.29,"
143.68",10.00,szczecinecki
26,Nowy Chwalim,E,2 601.86,2 477.24,32.00,szczecinecki
27,Pęczerzyno-Rynowo,T,"
576.11",170.11,-,"łobeski,
świdwiński"
28,Pilchowo,R,17.10,-,-,policki
29,Pilchowo II,R,"
22.30",-,-,policki
30,Pilchowo II,R,10.90,-,-,policki
31,Porzecze*,R,70.38,-,-,sławieński
32,Przybiernówko-Grądy II,E,14 118.41,4 696.59,96.56,gryficki
33,Reptowo,Z,"
1 666.44",-,-,stargardzki
34,Rusinowo,Z,53.76,-,-,świdwiński
35,Samlino,E,520.51,520.51,49.38,kamieński
36,Sławoszewo,R,17.20,-,-,policki
37,Sławoszewo II,T,8.90,-,-,policki
38,Tanowo,"
R",20.40,-,-,policki
39,Tanowo,E,9.47,-,0.20,policki
40,Wołowe Lasy,R,146.74,-,-,wałecki
