Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
70,"Strzegom Kamieniołom
nr 184",T,12 947,11 791,-,świdnicki
71,Strzegom-Artur4,T,25 671,25 671,-,świdnicki
72,Strzegom-Graniczna4,Z,75,"
-",-,świdnicki
73,Strzegów I4,R,28 251,-,-,strzeliński
74,Strzegów-Gęsiniec4,T,39 304,33 121,-,strzeliński
75,Strzelin4,E,77 731,"
62 902",822,strzeliński
76,Szklarska Poręba-Huta4,T,5 087,5 068,-,jeleniogórski
77,WądroŜe Wielkie6,Z,1 789,-,-,jaworski
78,Wiciarka4,Z,"
8 733",-,-,jeleniogórski
79,Wieśnica4,E,29 497,10 027,957,świdnicki
80,Zamczysko5,P,12 344,-,-,kłodzki
81,Zimnik4,R,"
19 448",13 031,-,jaworski
82,Zimnik I4,E,39 052,39 052,224,jaworski
83,Zimnik II4,R,11 084,-,-,jaworski
84,ółkiewka I4,E,24 361,22 216,68,świdnicki
85,ółkiewka II4,R,12 116,-,-,świdnicki
86,ółkiewka III4,"
E",16 153,12 002,10,świdnicki
87,ółkiewka IV4,E,4 894,4 894,32,świdnicki
88,ółkiewka-Wiatrak4,E,29 711,26 052,20,świdnicki
1,Kamienna Góra4,E,10 145,2 661,178,nyski
2,Maciejowice4,Z,2 300,-,-,nyski
3,Maciejowice I4,T,8 787,5 415,-,nyski
4,"
Nadziejów4",Z,517,-,-,nyski
5,Nadziejów I4,R,9 726,-,-,nyski
6,Starowice4,R,4 120,-,-,nyski
1,Krzywólka II7,P,244,-,-,suwalski
1,"
Bukowa Góra7",Z,-,-,-,kartuski
2,Czechy-Domatowo7,Z,134,-,-,pucki
1,Boguszów9,Z,230,-,-,wałbrzyski
2,Borówno8,E,18 662,6 053,"
246","kamiennogórski,
wałbrzyski"
3,Chełmczyk9,P,339 590,-,-,kamiennogórski
4,Chełmczyk I9,R,76 736,-,-,kamiennogórski
5,Chełmiec i Mniszek9,Z,842,-,-,wałbrzyski
6,Czarny Bór8,R,44 920,-,-,wałbrzyski
7,Gorce9,E,20 355,20 355,"
36",wałbrzyski
8,Grzędy8,E,85 143,51 266,1 653,wałbrzyski
9,Lubawka9,Z,1 296,-,-,kamiennogórski
10,Lubawka I9,R,69 660,-,-,kamiennogórski
11,Lubawka II9,R,16 044,-,-,kamiennogórski
12,Lubiechowa I8,Z,195,"
-",-,złotoryjski
13,Lubrza9,R,51 365,-,-,jaworski
14,Przeździedza8,Z,250,-,-,lwówecki
15,Ptaszków9,Z,1 521,"
-",-,kamiennogórski
16,Rybnica8,R,5 869,-,-,wałbrzyski
17,Rybnica I8,R,"
48 878",-,-,wałbrzyski
18,Rybnica Leśna8,E,161 796,161 796,773,wałbrzyski
19,Stary Lesieniec8,Z,158,-,-,wałbrzyski
20,Świerki8,Z,32 811,29 013,49,kłodzki
21,Tłumaczów Południe8,P,"
3 793",-,-,kłodzki
22,Tłumaczów Wschód8,T,20 749,19 999,-,kłodzki
23,Tłumaczów-Gardzień8,E,38 460,21 605,1 053,kłodzki
24,Uniemyśl9,T,6 126,5 328,-,kamiennogórski
25,Wałbrzych-Podgórze8,Z,764,-,-,m.Wałbrzych
26,"Włodzicka Góra8, 10","
R",33 213,-,-,kłodzki
1,Kowalska Góra10,Z,18 270,-,-,krakowski
2,Miękinia-Wschód9,"
Z",974,-,-,krakowski
3,Poręba-śegoty8,Z,511,-,-,chrzanowski
4,Regulice8,Z,2 208,-,-,chrzanowski
5,Zalas9,E,118 934,64 581,1 363,krakowski
6,"
Zalas I9",R,72 873,-,-,krakowski
1,Dobrocin1,R,4 609,-,-,dzierŜoniowski
2,Gniewoszów1,R,74,-,-,kłodzki
3,"
Imbramowice3",R,9 891,-,-,świdnicki
4,Jordanów2,Z,7 204,-,-,wrocławski
5,Jordanów 12,R,15 103,-,-,wrocławski
7,Kluczowa1,R,4 135,-,-,ząbkowicki
8,Koziniec1,R,4 848,-,-,".
ząbkowicki"
9,Nasławice2,E,21 326,21 188,676,wrocławski
10,Ogorzelec1,E,682,682,-,kamiennogórski
11,Ogorzelec I1,R,47 694,30 338,"
-",kamiennogórski
12,Pagórki Wschodnie1,E,4 645,-,-,wrocławski
13,Piława Górna1,E,76 726,11 765,632,dzierŜoniowski
14,Tomice2,R,36 221,36 221,-,ząbkowicki
15,Wieściszowice1,Z,35 491,-,-,kamiennogórski
1,Lubiatów1,R,1 300,-,-,nyski
2,Lubiatów 11,R,2 664,-,-,nyski
1,Brodziszów II4,R,11 602,"
-",-,ząbkowicki
2,Doboszowice4,E,32 761,14 551,120,ząbkowicki
3,Doboszowice 14,E,210 232,207 146,200,ząbkowicki
4,Goworów4,R,102,"
-",-,kłodzki
5,Graniczna5,E,613,588,-,świdnicki
6,Grodziszcze4,R,"
42 308",-,-,świdnicki
7,Kamienica Mała4,R,8 647,-,-,jeleniogórski
8,Kapela II6,T,135,135,-,złotoryjski
9,Kluczowa7,R,16 856,-,-,ząbkowicki
10,Koziniec4,R,"
1 774",-,-,ząbkowicki
11,ŁaŜany5,Z,-,-,-,świdnicki
12,Mikoszów4,E,7 623,23 271,4,strzeliński
13,Mościsko4,Z,5 304,-,-,dzierŜoniowski
14,Nowa Wieś4,E,1 384,-,15,kłodzki
15,Ogorzelec4,"
E",4 825,4 825,423,kamiennogórski
16,Padole4,P,40 390,-,-,świdnicki
17,Piława Górna7,E,199 353,58 780,1 652,dzierŜoniowski
18,Pomianów4,"
E",25 125,23 711,138,ząbkowicki
19,Stanisław5,T,2 309,2 002,-,"jeleniogórski,
lwówecki"
20,Stankowice4,R,47 484,-,-,lubański
21,"
Strzelin4",E,11 421,9 464,-,strzeliński
22,Złoty Stok6,Z,1 673,-,-,ząbkowicki
1,Kamienna Góra4,E,7 103,880,23,nyski
2,Maciejowice I4,T,7 083,6 742,-,nyski
1,"
Biała i Zielona Marianna8",T,6 571,6 571,-,kłodzki
2,Kapela8,Z,1 033,-,-,złotoryjski
4,Lipa8,R,7 026,-,-,jaworski
5,Łysak9,E,31 104,31 104,0,".
kłodzki"
6,Mielnik8,T,1 399,1 399,-,kłodzki
7,Nowy Waliszów9,R,2 090,-,-,kłodzki
8,"Nowy Waliszów -
Soczewka D8",R,471,-,"
-",kłodzki
9,"Nowy Waliszów-
soczewka C9",E,1 993,1 993,30,kłodzki
10,"Ołdrzychowice-
Romanowo9",E,41 603,39 706,"
561",kłodzki
11,Podgórki8,R,7 370,-,-,złotoryjski
12,Podgórze9,T,70,67,-,kłodzki
13,Przeworno8,Z,30,-,-,strzeliński
14,RogóŜka8,T,8 442,6 373,-,kłodzki
15,Romanowo Górne,E,132 037,"
132 037",0,kłodzki
16,Romanowo-Waliszów8,Z,63 539,10 779,-,kłodzki
17,"Romanowo-Waliszów
Południe8",E,3 342,"
2 809",13,kłodzki
18,RóŜanka8,R,7 568,-,-,kłodzki
19,Słupiec9,P,80 485,-,-,kłodzki
20,Stronie Śląskie - Wieś8,R,"
336",-,-,kłodzki
21,Wapniarka9,T,12 630,793,-,kłodzki
22,elazno I9,T,11 701,9 461,-,kłodzki
1,Sławniowice8,E,9 348,5 208,3,nyski
1,Czarnów1,P,5 625,-,-,jeleniogórski
2,Kapela II3,T,392,392,-,złotoryjski
3,Łączna3,"
Z",1 632,-,-,kłodzki
4,Piotrowice-Południe3,R,1 587,-,-,kłodzki
5,Piotrowice-Północ3,R,3 033,-,-,kłodzki
6,Połom3,E,80 289,79 768,2,złotoryjski
7,"
Stara Bystrzyca2",Z,1 709,-,-,kłodzki
8,Szczytna Śląska II3,Z,403,-,-,kłodzki
9,elazno II1,R,7 941,-,-,kłodzki
1,Babia Dolina3,E,3 775,1 499,19,biłgorajski
2,Borsuki3,Z,146,-,-,biłgorajski
3,"
Gliniska3",Z,2 023,-,-,zamojski
4,Józefów3,E,569,-,4,biłgorajski
5,Radzięcin II3,R,531,-,-,biłgorajski
7,Szopowe II3,R,351,-,-,biłgorajski
8,Tarnowola3,Z,4 850,-,-,".
biłgorajski"
9,Tarnowola I3,R,68,-,-,biłgorajski
10,elebsko3,Z,1 405,-,-,biłgorajski
1,Czepów3,E,115,-,5,poddębicki
2,Kodrąb3,Z,3 961,-,-,radomszczański
3,Kodrąb - N3,M,-,-,-,radomszczański
4,Kodrąb-23,R,13 858,-,-,radomszczański
5,Lisowice Las3,R,230,-,"
-",pajęczański
6,Lisowice-Wieś3,E,385,-,5,pajęczański
7,Raciszyn3,E,6 793,210,126,pajęczański
8,Raciszyn II3,E,12 481,4 049,835,pajęczański
9,Raciszyn Wieś3,R,150,-,-,pajęczański
10,RoŜniatów3,R,7 700,"
-",-,poddębicki
11,Sławno3,E,10 649,1 277,279,opoczyński
12,Zalesiaki6,E,2 101,1 200,122,pajęczański
1,Bolęcin1,Z,12 048,-,-,chrzanowski
2,Czatkowice3,E,"
29 327",1 033,184,krakowski
3,Dębnik3,Z,4 586,-,-,krakowski
4,Dębnik I3,T,6 528,755,-,krakowski
5,Dubie1,E,120 258,16 515,1 196,krakowski
6,Kamień-Odwozy3,R,"
8 745",-,-,krakowski
7,Kąpiele Wielkie3,R,32 828,-,-,olkuski
8,Kąty1,Z,657,-,-,chrzanowski
9,Libią1,E,15 700,2 262,28,chrzanowski
10,LibiąŜ Wielki1,P,17 810,-,-,chrzanowski
11,Lipie1,"
Z",149,-,-,chrzanowski
12,Mirów3,Z,3 859,-,-,chrzanowski
13,Mirów-Kamir,T,2 539,2 063,-,chrzanowski
14,Nielepice3,"
E",15 145,1 527,1,krakowski
15,Niesułowice-Lgota1,R,25 070,-,-,olkuski
16,Paczółtowice3,P,6 425,-,-,krakowski
17,Piaseczno3,R,748,-,-,miechowski
18,"
Pogorzyce3",R,6 107,-,-,chrzanowski
19,Porąbka3,P,48 248,-,-,olkuski
20,Pust. Błędowska - blok IV1,E,15 536,4 503,217,olkuski
21,Stare Gliny1,E,43 183,3 856,604,olkuski
22,Szaflary Zaskale3,R,2 614,-,-,nowotarski
23,Ujków Stary1,R,16 409,9 937,-,olkuski
24,"
Ulina Wielka3",E,1 207,1 207,20,miechowski
25,elatowa5,E,16 129,8 236,236,chrzanowski
2,Chorula3,Z,3 783,-,-,krapkowicki
3,Sławniowice1,E,211,211,1,".
nyski"
4,Szymiszów3,R,23 495,-,-,strzelecki
1,Brusno3,Z,7 353,-,"
-",lubaczowski
2,Brusno-Węgierka3,T,214,161,-,lubaczowski
3,Huta RóŜaniecka3,Z,486,-,-,lubaczowski
1,Bobrowniki-Blachówka1,Z,25 763,-,-,tarnogórski
2,Byczyna1,R,61 113,-,"
-",m.Jaworzno
3,"Imielin1,3",E,25 953,1 409,88,bieruńsko-lędziński
4,Imielin-Północ1,E,7 570,5 493,219,"bieruńsko-lędziński,
m.Mysłowice"
5,Imielin-Rek4,E,16 441,"
11 524",243,"bieruńsko-lędziński,
m.Mysłowice"
6,Jeleń1,Z,2 273,-,-,m.Jaworzno
7,Kowale3,R,545,-,-,cieszyński
8,Leszna Górna3,E,18 709,"
14 843",342,cieszyński
9,Nowa Wioska1,E,17 301,5 599,583,będziński
10,Podleśna1,E,62 644,13 397,474,będziński
11,Podwarpie1,R,"
62 855",-,-,będziński
12,Radziechowy3,R,666,-,-,Ŝywiecki
13,Rębielice Królewskie3,Z,13 814,-,-,kłobucki
14,Rębielice Królewskie 13,R,"
4 452",-,-,kłobucki
15,Rudniki II3,R,268,-,-,zawierciański
16,Ujejsce3,Z,408,-,-,m.Dąbrowa Górnicza
17,yglin-13,P,125,-,-,tarnogórski
18,yglin-23,P,206,-,-,tarnogórski
19,yglin-33,"
P",49,-,-,tarnogórski
20,yglin-43,P,169,-,-,tarnogórski
1,Berberysówka7,"
P",17 164,-,-,kielecki
2,Bogucice-Zakamień3,R,1 587,-,-,pińczowski
3,Bolechowice3,E,3 302,3 302,97,kielecki
4,Bratkowszczyzna 13,R,44 650,-,-,opatowski
5,"
Brzeziny1",R,11 951,-,-,kielecki
6,Budy5,E,102 972,15 990,2 426,staszowski
7,Celiny3,M,-,-,-,kielecki
8,Celiny I3,E,63 415,5 457,1 268,kielecki
9,Chomentów3,P,308 192,-,-,"jędrzejowski,
kielecki"
10,"
Czerwona Góra31",R,54 350,-,-,kielecki
11,Dębska Wola3,R,26 354,-,-,kielecki
12,Dębska Wola-Kawczyn1,R,5 928,-,-,kielecki
14,Dybkowa Góra3,Z,819,-,-,kielecki
15,Głuchowiec3,E,14 571,3 743,213,".
jędrzejowski"
16,Głuchowiec II3,P,43 650,-,-,jędrzejowski
17,Gołuchów3,Z,4 422,-,-,pińczowski
18,Gorzakiew-Wygoda3,R,119,-,"
-",buski
19,Górki Szczukowskie3,Z,1 939,-,-,kielecki
20,Grocholice1,P,38 673,-,-,opatowski
21,Gumienice3,Z,1 066,-,-,kielecki
22,Gumienice II3,E,1 160,1 132,55,kielecki
23,"Janczyce1,3",R,146 456,-,"
-",opatowski
24,Janczyce 11,R,15 048,-,-,opatowski
25,Jaźwica3,E,47 297,10 258,1 374,kielecki
26,Józefka3,E,5 682,5 192,487,kielecki
27,Julianów-Polesie3,R,1 211,888,-,opatowski
28,Jurkowice1,E,22 772,"
7 140",759,staszowski
29,Kamienna Góra-Obice3,R,15 949,-,-,kielecki
30,Karsy3,Z,18 447,-,-,opatowski
31,Komorniki I1,E,9 752,"
1 379",386,kielecki
32,Komorniki-Smyki3,R,66 692,-,-,"kielecki, opatowski"
33,Korzecko1,R,"
11 983",-,-,kielecki
34,Kostomłoty3,E,6 053,-,26,kielecki
35,Kowala Mała1,E,43 371,17 747,621,kielecki
36,Kowala-Sobków3,R,2 011,-,-,jędrzejowski
37,Krasocin 23,R,"
1 257",-,-,włoszczowski
38,Krzemucha3,R,tylko pzb.,-,-,kielecki
39,KsięŜa Niwa3,R,641,-,-,staszowski
40,Laskowa Góra1,E,14 913,14 463,628,kielecki
41,Lipkowa Góra3,R,2 276,2 276,-,kielecki
42,Łabędziów5,"
Z",9 071,-,-,kielecki
43,Łagów - Nowy Staw3,R,21 065,-,-,kielecki
44,Łagów - Zagościniec3,E,5 249,4 500,27,kielecki
45,Łagów II3,"
E",7 957,3 671,2 128,kielecki
46,Łagów III3,R,6 352,-,-,kielecki
47,Łagów IV3,E,14 466,11 829,204,kielecki
48,Łagów V3,E,9 131,3 593,821,kielecki
49,"
Łagów-Piotrów3",R,3 426,3 426,-,kielecki
50,Łukowa3,P,18 781,-,-,kielecki
51,Łukowa-Popławy1,R,5 985,-,-,kielecki
52,Maleszowa3,R,13 483,-,-,kielecki
53,Mieczyn3,Z,tylko pzb.,-,-,włoszczowski
54,Mogiłki3,Z,1 330,-,-,kielecki
55,"
Morawica III3",E,110 829,40 750,1 780,kielecki
56,Nowy Staw3,E,4 053,5 225,868,kielecki
57,Obice3,R,22 942,-,-,kielecki
59,Osiny I5,E,3 496,1 320,46,kielecki
60,Parszów3,Z,720,-,-,".
starachowicki"
61,Pińczów3,T,4 930,3 682,-,pińczowski
62,Piskrzyn1,E,29 672,11 565,1 355,opatowski
63,Planta3,Z,180,-,"
-",opatowski
64,Polichno-Skiby3,R,36 567,-,-,kielecki
65,Ptasznik3,Z,8 619,-,-,kielecki
66,Ptasznik 13,E,8 813,1 517,147,kielecki
67,Radkowice-Podwole1,E,6 772,5 885,436,kielecki
68,"Radkowice-Podwole
Północ3",E,10 094,2 943,"
1 179",kielecki
69,Radomice3,P,27 815,-,-,kielecki
70,Skała I1,E,1 653,1 362,237,kielecki
71,Skałka Polska3,R,2 121,-,-,kielecki
72,Skotniki3,Z,4 224,"
-",-,buski
73,Skowronno3,Z,5 071,-,-,pińczowski
74,Skrzelczyce3,T,4 203,-,-,kielecki
75,Skrzelczyce 13,E,33 586,"
2 595",169,kielecki
76,Słopiec3,Z,228,-,-,kielecki
77,Stara Dębowa Wola3,T,"
2 859",-,-,ostrowiecki
78,Stobiec3,R,92 371,-,-,opatowski
79,Stobiec I3,R,22 075,-,-,opatowski
80,Stojewsko3,E,7 575,6 696,126,włoszczowski
81,"Suchowola-Kamienna
Góra 13",E,"
3 659",3 659,108,kielecki
82,Suków-Babie3,R,8 070,-,-,kielecki
83,Suków-Borki5,P,7 784,-,-,kielecki
84,Szczukowskie Górki 23,R,8 804,-,-,kielecki
85,Szczukowskie Górki I3,"
E",590,590,247,kielecki
86,"Szewce (Góra
Okrąglica) 3",Z,2 762,-,-,kielecki
87,Winna1,"
E",14 090,14 090,408,kielecki
88,Winna Południe1,R,33 673,-,-,kielecki
89,Włochy3,E,21,-,1,pińczowski
90,Włochy I3,R,319,-,-,pińczowski
91,"
Wola Morawicka3",T,9 938,2 905,-,kielecki
92,"Wola Morawicka Góra
Orla3",R,4 437,-,-,kielecki
93,Wszachów1,P,21 719,-,-,opatowski
94,Wszachów I1,E,27 391,26 061,794,opatowski
95,Wszachów II1,E,16 395,1 579,159,opatowski
96,Wymysłów3,E,5 026,5 026,291,opatowski
97,"
Wymysłów II3",P,31 098,-,-,opatowski
98,Zachełmie1,Z,-,-,-,kielecki
100,Zajączków - Wesoła3,R,13 228,-,-,kielecki
101,Zawada3,R,13 310,-,-,".
kielecki"
102,Zbrza-Kawczyn5,R,34 076,-,-,kielecki
103,Zbrza-Kawczyn 11,R,4 771,-,-,kielecki
104,Zygmuntówka7,Z,4 936,-,"
-",kielecki
105,urawniki1,M,-,-,-,opatowski
1,Bedlno8,Z,tylko pzb.,-,-,złotoryjski
2,Bieganów8,E,2 004,2 004,"
1",kłodzki
3,Bobrowniki8,Z,1,-,-,kłodzki
4,Czaple8,E,2 961,623,3,złotoryjski
5,Czaple I8,R,724,724,-,złotoryjski
6,Czaple II8,R,825,825,-,złotoryjski
7,Czaple III8,R,739,"
739",-,złotoryjski
8,Długopole8,E,5 045,5 045,8,kłodzki
9,Jenków10,E,15 351,15 351,44,jaworski
10,Jenków-Północ8,R,1 951,"
-",-,jaworski
11,Kotliska8,Z,tylko pzb.,-,-,lwówecki
12,KsięŜyce8,R,"
24 383",-,-,średzki
13,Młynów10,E,11 763,1 735,13,kłodzki
14,Niwnice8,R,6 137,-,-,lwówecki
15,"Nowa Wieś
Grodziska II8",Z,"
870",785,-,złotoryjski
16,"Nowa Wieś
Grodziska III8",E,1 380,1 104,11,złotoryjski
17,Radków8,E,21 058,1 519,36,kłodzki
18,Radków II8,Z,709,-,-,kłodzki
19,Rakowiczki8,"
T",340,340,-,lwówecki
20,Skała8,E,776,776,5,lwówecki
21,"Słupiec-Kościelec-pole
A8","
Z",250,-,-,kłodzki
22,"Słupiec-Kościelec-pole
B8",R,2 987,2 987,-,kłodzki
23,Szczytna Śląska8,Z,4 087,-,-,kłodzki
24,"
Szczytna-Zamek8",E,2 843,1 302,1,kłodzki
25,Wartowice8,E,302,302,4,bolesławiecki
26,Wartowice II8,T,476,476,-,bolesławiecki
27,Wartowice II-Zachód8,R,265,-,-,bolesławiecki
28,Wartowice IV8,R,7 983,7 983,-,bolesławiecki
29,Wartowice V8,E,2 526,1 313,3,bolesławiecki
30,Wolany8,Z,1 862,-,-,kłodzki
31,"
Zbylutów8",E,6 092,-,3,lwówecki
32,Zbylutów I8,E,433,54,11,lwówecki
34,Zbylutów III8,R,2 311,-,-,lwówecki
35,Zbylutów IV - Jan8,E,4 717,-,10,".
lwówecki"
36,Złotno8,Z,1 200,-,-,kłodzki
37,eliszów8,E,415,171,0,bolesławiecki
38,erkowice8,T,1 261,1 261,"
-",lwówecki
39,erkowice-Skała8,E,392,326,4,lwówecki
40,erkowice-Skała I8,R,1 260,1 226,-,lwówecki
41,"erkowice-Skała
Zachód8",E,482,-,0,lwówecki
1,Annopol8,Z,234,-,-,kraśnicki
1,Chełmska Góra8,T,3,-,-,radomszczański
2,Chełmska Góra II8,E,110,-,2,radomszczański
3,Chełmska Góra III8,R,536,"
-",-,radomszczański
4,Czartoria8,R,4 271,-,-,piotrkowski
5,Dąbie I8,Z,195,-,-,opoczyński
6,Dąbie II8,E,376,"
212",3,opoczyński
7,Dąbie III8,E,239,-,6,opoczyński
8,Goszczowa8,E,"
420",-,2,radomszczański
9,Grabowie8,E,68,-,0,radomszczański
10,Kolonia Sławno8,M,-,-,-,opoczyński
11,Kraszków - 18,E,93,93,0,opoczyński
12,Mroczków Gościnny-18,E,"
20",20,0,opoczyński
13,Mroczków Gościnny-28,T,5,5,-,opoczyński
14,Mroczków Gościnny-38,T,4,5,-,opoczyński
15,"Mroczków Gościnny-
4A8",T,10,10,-,opoczyński
16,"Mroczków Gościnny-
4B8","
T",12,12,-,opoczyński
