Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
13,Goździec,R,75 699,-,-,kielecki
14,Góra Maćkowa,E,2 969,578,257,"jędrzejowski,
kielecki"
15,Górki Sowie,R,4 305,-,-,kielecki
16,Janów,"p
Z",31 336,-,-,kielecki
17,Kaczyn-Borków,P,193 391,-,-,kielecki
18,Krasocin,R,608 116,-,-,włoszczowski
19,".
Krasocin I",T,11 619,11 626,-,włoszczowski
20,Księska Góra,Z,636,-,-,kielecki
21,Lipa,P,249 167,-,-,jędrzejowski
22,Lipa 1,R,75 953,-,-,jędrzejowski
23,"w
Lipnik",Z,2 122,-,-,ostrowiecki
24,Łagów,R,22 404,-,-,kielecki
25,Małogoszcz-G. KrzyŜowa,Z,3 361,-,-,jędrzejowski
26,Miedzianka,Z,tylko pzb.,-,-,kielecki
27,Moczydło,R,15 136,-,-,kielecki
28,Obice (Dębska Wola),R,782,-,-,kielecki
29,Ostrówka i Ołowianka,E,205 565,119 525,5 869,kielecki
30,"w
OŜarów",Z,-,-,-,opatowski
31,Piórków Zajasienie,R,110,-,-,opatowski
33,Ruda Kościelna,R,87 935,-,-,ostrowiecki
34,Siedlce,R,1 000,-,-,".
kielecki"
35,Sobiekurów,P,74 390,-,-,opatowski
36,Sobków 84,Z,82 443,-,-,jędrzejowski
37,Sokołów Górny,R,54 455,-,"v
-",jędrzejowski
38,Tokarnia-Sierpka,Z,4 236,-,-,kielecki
39,Trzuskawica,E,645 737,258 949,5 684,kielecki
40,Wierzbica,E,51 510,28 094,726,jędrzejowski
41,Wierzbie,E,1 216,1 048,77,kielecki
42,Wymysłów (Stawiany),P,242 365,"o
-",-,pińczowski
