Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
20,Pilichowice I8,E,41,41,2,opoczyński
21,Pilichowice II8,T,38,-,-,opoczyński
22,Pilichowice III8,T,17,-,-,opoczyński
23,Pilichowice IV8,E,"g
36",-,0,opoczyński
24,Ruszenice8,R,1 884,-,-,opoczyński
25,Sielec8,R,122,-,-,opoczyński
26,Sielec I8,E,138,9,1,opoczyński
27,Sielec II8,E,257,257,1,opoczyński
28,Sielec III8,"p
R",293,-,-,opoczyński
29,Sielec IV8,E,216,-,2,opoczyński
30,Tresta Wesoła8,T,99,40,-,opoczyński
31,Tresta Wesoła I8,".
T",154,150,-,opoczyński
32,Tresta Wesoła II8,T,200,200,-,opoczyński
33,Tresta Wesoła III8,R,67,-,-,opoczyński
34,Tresta Wesoła IV8,E,106,-,1,opoczyński
35,"w
Tresta Wesoła V8",R,141,-,-,opoczyński
36,Tresta Wesoła VI8,R,302,-,-,opoczyński
37,Wolica II8,E,98,-,0,piotrkowski
38,Wolica III8,E,25,-,0,piotrkowski
39,Wolica IV8,R,313,-,-,piotrkowski
40,Wolica V8,R,106,-,-,piotrkowski
41,"w
Zagórze8",E,1,-,2,radomszczański
42,Zagórze I8,E,2 116,2 116,19,radomszczański
43,Zagórze II8,R,528,-,-,radomszczański
45,śarnów8,Z,507,-,-,opoczyński
46,śarnów 18,E,344,-,5,".
opoczyński"
1,Barcice8,Z,11 794,-,-,nowosądecki
2,Barcice 28,E,9 922,4 084,"v
134",nowosądecki
3,Barcice I8,E,500,-,19,nowosądecki
4,Barwałd8,E,36 355,8 082,232,wadowicki
5,Bąkowiec8,P,13 720,-,-,limanowski
6,Bednarka8,R,3 436,-,-,gorlicki
7,Bysina8,E,1 104,-,"o
51",myślenicki
8,Bysina 18,R,661,-,-,myślenicki
9,Bysina 28,R,805,-,-,myślenicki
10,Bysina 38,R,425,-,-,myślenicki
11,Chomranice8,R,1 305,-,-,nowosądecki
12,Cieniawa8,E,1 225,"g
-",53,nowosądecki
13,Czasław8,T,557,557,-,myślenicki
14,Czasław-Zachód8,R,123,-,-,myślenicki
15,Dąbrowa8,E,1 638,".
1 193",60,nowosądecki
16,Dział8,R,41 177,-,-,nowotarski
17,Frycowa8,Z,"i
1 305",-,-,nowosądecki
18,Górka-Mucharz8,E,4 346,2 844,30,wadowicki
19,Harbutowice8,P,47 980,-,-,myślenicki
20,Harbutowice-Kam.8,R,1 172,-,-,myślenicki
21,Harkabuz8,R,"g
42",-,-,nowotarski
22,Jastrzębie8,R,1 786,-,-,limanowski
23,Kamionka Wielka8,Z,5 900,-,-,nowosądecki
24,Kasina Wielka8,Z,177,-,-,limanowski
25,Klecza Dolna8,R,601,-,-,wadowicki
26,Klęczany8,"p
E",41 621,41 621,759,nowosądecki
27,Klikuszowa8,E,25 250,9 047,62,nowotarski
28,Klimkówka8,R,3 565,-,-,gorlicki
29,Królowa Górna8,".
P",43 710,-,-,nowosądecki
30,Królowa Górna 18,E,1 205,-,3,nowosądecki
31,Kurów8,P,17 800,-,-,suski
32,Lipnica Wielka8,R,450,-,-,nowotarski
33,"w
Lipnica Wielka8",R,883,-,-,nowosądecki
34,Łososina Dolna8,R,254,-,-,nowosądecki
35,Łososina Górna8,T,679,-,-,limanowski
36,Męcina8,E,16 586,4 863,263,limanowski
37,Męcina 18,E,1 591,-,50,limanowski
38,Miłkowa8,E,329,-,12,nowosądecki
39,"w
Mystków8",Z,375,-,-,nowosądecki
40,Osielec8,E,62 675,30 746,524,suski
41,Osielec II8,Z,235,-,-,suski
43,Palcza II8,R,139,-,-,suski
44,Pawlikówka8,P,30 095,-,-,".
wadowicki"
45,Porąbka8,E,3 865,3 849,109,limanowski
46,Porąbka 18,R,2 251,-,-,limanowski
47,Raba NiŜna8,R,740,-,"v
-",limanowski
48,Rzyki-Jagódki8,Z,135,-,-,wadowicki
49,Sieniawa8,Z,200,-,-,nowotarski
50,Sikorowiec8,P,13 556,-,-,suski
51,Skawce8,E,5 774,4 104,319,wadowicki
52,Skrzydlna8,E,1 599,-,"o
46",limanowski
53,Skrzydlna 18,E,1 441,-,45,limanowski
54,Skrzydlna 28,R,2 804,-,-,limanowski
55,Sobolów8,E,742,238,2,bocheński
56,Sobolów II8,Z,45,-,-,bocheński
57,Swoszowa8,R,248,"g
-",-,tarnowski
58,Targanice I8,E,1 802,813,58,wadowicki
59,Tarnawa Dolna8,Z,1 571,-,-,suski
60,Tenczyn Górny8,E,9 005,".
910",149,myślenicki
61,Tenczyn Lubień I8,T,386,44,-,myślenicki
62,Tenczyn-Lubień8,E,"i
116",-,1,myślenicki
63,Tenczyn-Lubień II8,E,455,75,7,myślenicki
64,Toporzysko Działy8,P,32 875,-,-,suski
65,Toporzysko Głaza8,P,24 820,-,-,suski
66,Tylmanowa8,R,"g
271",-,-,nowotarski
67,Walowa Góra8,E,685,-,21,limanowski
68,Wierchomla8,E,30 724,30 724,565,nowosądecki
69,Winna Góra8,Z,1 567,-,-,m.Nowy Sącz
70,Wola Lubecka8,R,803,-,-,tarnowski
1,Broniów 68,R,158,158,-,szydłowiecki
2,Broniów IV8,T,244,244,-,szydłowiecki
3,Broniów V8,".
T",435,435,-,szydłowiecki
4,Edwardów8,E,80,80,0,szydłowiecki
5,Góra Skłobska8,P,68 593,-,-,szydłowiecki
6,Jankowice8,T,356,355,-,szydłowiecki
7,"w
Jankowice 28",E,110,-,1,szydłowiecki
8,Jankowice 38,R,224,-,-,szydłowiecki
9,Jankowice 48,R,143,-,-,szydłowiecki
10,Jankowice 58,R,646,247,-,szydłowiecki
11,Jankowice I8,R,66,-,-,szydłowiecki
12,Kamienna Góra8,Z,37,-,-,przysuski
13,"w
Krawara8",R,732,-,-,szydłowiecki
14,Mszadla8,R,49,-,-,szydłowiecki
15,Podolszanka I8,T,191,-,-,szydłowiecki
17,Ruszkowice8,Z,600,-,-,przysuski
18,Smagów8,R,410,-,-,".
przysuski"
19,Szydłowiec8,E,298,195,7,szydłowiecki
20,Szydłówek8,E,168,171,0,szydłowiecki
21,Szydłówek – Saspol8,T,50,-,"v
-",szydłowiecki
22,Szydłówek Maślik.8,T,111,-,-,szydłowiecki
23,Szydłówek-Bielecki8,E,38,38,0,szydłowiecki
24,Szydłówek-Laskowski8,E,26,-,0,szydłowiecki
25,Szydłówek-Mrozow.8,Z,153,-,-,szydłowiecki
26,Szydłówek-Skopek8,E,74,75,"o
1",szydłowiecki
27,Szydłówek-Skopek I8,T,123,-,-,szydłowiecki
28,Szydłówek-Wojciech8,T,47,-,-,szydłowiecki
29,Śmiłów8,Z,10 734,-,-,szydłowiecki
30,Śmiłów – Józef8,E,90,90,1,szydłowiecki
31,Śmiłów 18,E,2 502,"g
1 645",10,szydłowiecki
32,Śmiłów 48,E,267,-,2,szydłowiecki
33,Śmiłów 58,T,104,-,-,szydłowiecki
34,Śmiłów 68,E,222,".
-",0,szydłowiecki
35,Śmiłów 78,T,63,-,-,szydłowiecki
36,Śmiłów II8,R,"i
182",-,-,szydłowiecki
37,Śmiłów III8,E,120,-,0,szydłowiecki
38,Śmiłów-Podolszanka8,T,133,-,-,szydłowiecki
39,Śmiłów-Północ8,E,209,-,1,szydłowiecki
40,Śmiłów-Sasal8,T,"g
39",26,-,szydłowiecki
1,Braciszów8,E,8 321,3 704,171,głubczycki
2,Dębowiec10,E,28 439,6 396,231,prudnicki
1,Bóbrka8,"p
Z",5 918,-,-,leski
2,Brzegi Górne8,Z,1 136,-,-,bieszczadzki
3,Budy Jabłońskie8,E,564,-,-,brzozowski
4,Bystre8,".
Z",655,-,-,leski
5,Chełm8,Z,25 965,-,-,strzyŜowski
6,Cieszyna8,Z,3 599,-,-,strzyŜowski
7,Glinik Górny8,Z,1 163,-,-,strzyŜowski
8,"w
Glinik Górny 18",R,1 250,-,-,strzyŜowski
9,Huczwice8,E,6 417,1 354,127,leski
10,Iwla8,P,22 623,-,-,krośnieński
11,Jazowa8,R,500,-,-,strzyŜowski
12,Kobyle8,Z,230,-,-,strzyŜowski
13,Komańcza8,R,24 556,-,-,sanocki
14,"w
Komańcza III8",R,109 945,-,-,sanocki
15,Komańcza-Jawornik8,R,4 902,-,-,sanocki
16,Krymieniec8,P,15 886,-,-,sanocki
18,Lipowica II8,Z,34 330,-,-,krośnieński
19,Lipowica II-18,E,53 529,5 960,1 427,".
krośnieński"
20,Lutowiska8,M,-,-,-,bieszczadzki
21,Łączki Jagiellońskie8,Z,114,-,-,krośnieński
22,Manasterz8,R,830,-,"v
-",przeworski
23,Mokre8,R,24 290,-,-,sanocki
24,Moszczaniec8,P,21 842,-,-,sanocki
25,Orzechówka8,Z,734,-,-,brzozowski
26,Otryt8,P,83 318,-,-,bieszczadzki
27,Polana8,R,14 488,-,"o
-",bieszczadzki
28,Rabe8,E,773,773,17,leski
29,Sękowiec8,Z,25 111,-,-,bieszczadzki
30,Skorodne8,R,3 470,-,-,bieszczadzki
31,Stępina8,Z,19,-,-,strzyŜowski
32,Szczawne-Kulaszne8,P,2 382,"g
-",-,sanocki
33,Ustianowa8,P,11 390,-,-,bieszczadzki
34,Wola Jasienicka8,R,896,-,-,brzozowski
35,Wola Komb. – Działy8,E,52,".
-",32,krośnieński
36,Wola Komborska I8,E,306,-,8,krośnieński
37,"Wola Komborska-
Działy P.I8",E,"i
76",76,1,krośnieński
38,"Wola Komborska-
Działy P.II8",E,59,59,1,krośnieński
39,Wysoczany I8,R,"g
3 760",-,-,sanocki
40,śubracze8,R,2 700,-,-,leski
1,Beskid8,E,676,264,0,cieszyński
2,Brenna – M8,T,559,218,-,cieszyński
3,Brenna-Beskid8,"p
P",17 675,-,-,cieszyński
4,Brenna-Jarząbek8,T,202,203,-,cieszyński
5,Brenna-Leśniczówka8,R,35 627,-,-,cieszyński
6,Cisowa8,".
T",869,732,-,cieszyński
7,Cisowa8,Z,500,-,-,cieszyński
8,Cisowa 18,T,821,361,-,cieszyński
9,Glinka8,Z,334,-,-,Ŝywiecki
10,"w
Głębiec8",T,1 477,800,-,cieszyński
11,Głębiec I8,T,4 788,-,-,cieszyński
12,Jasienica-Jaworze8,P,14 054,-,-,bielski
13,Kamesznica I8,R,1 312,-,-,Ŝywiecki
14,Koczy Zamek8,Z,52,-,-,cieszyński
15,Korbielów 19588,Z,658,-,-,Ŝywiecki
16,"w
Korbielów 19598",Z,1 929,-,-,Ŝywiecki
17,Kozy8,Z,23 806,-,-,bielski
18,Łodygowice8,E,5 089,5 089,122,Ŝywiecki
20,Straconka8,R,893,-,-,m.Bielsko-Biała
21,Tokarzówka8,T,1 359,914,-,".
cieszyński"
22,Tokarzówka I8,E,1 027,821,0,cieszyński
1,Bukowa Góra9,E,14 437,14 321,"v
1 614",skarŜyski
2,Bukówki8,Z,585,-,-,staszowski
3,Ciosowa Góra8,Z,982,-,-,kielecki
4,"DuŜa Skała i Wał
Małacent.9",P,45 262,-,-,kielecki
5,Dziewiątle9,R,7 732,-,"o
-",opatowski
6,Gałkowice-Kolonia8,M,-,-,-,sandomierski
7,Jeleniowska Góra9,R,46 260,-,-,ostrowiecki
8,Kam. G.-Suchedniów8,P,2 196,-,-,skarŜyski
9,Kopaniny8,T,174,-,-,kielecki
10,Kopiec 18,M,-,"g
-",-,opatowski
11,Kopulak8,Z,1 153,-,-,skarŜyski
12,Kopulak 18,E,449,449,2,skarŜyski
13,Leszczków8,Z,2 600,".
-",-,opatowski
14,Międzygórz8,Z,424,-,-,opatowski
15,Nietulisko8,Z,"i
912",-,-,ostrowiecki
16,Nietulisko I8,T,51,51,-,ostrowiecki
17,Parszów8,E,77,-,1,starachowicki
18,Parszów I8,E,37,-,0,starachowicki
19,Piaski8,T,"g
45",-,-,konecki
20,Piaski Brzustowskie8,P,3 800,-,-,ostrowiecki
21,Reczków8,M,-,-,-,konecki
22,Rogów8,Z,204,-,-,konecki
23,Rytlów8,R,250,-,-,konecki
24,Słabuszowice8,"p
R",664,-,-,opatowski
25,Sosnowica8,E,354,354,2,kielecki
26,Stokowiec8,Z,519,-,-,skarŜyski
27,Szydłów8,".
Z",502,-,-,staszowski
28,Tumlin-Gród8,E,416,-,2,kielecki
29,Wąchock8,Z,334,-,-,starachowicki
30,Winna Południe9,R,9 833,-,-,kielecki
31,"w
Wiśniówka9",E,58 166,34 740,1 135,kielecki
32,Wola Jastrzębska8,R,9 556,-,-,opatowski
33,Wykień8,Z,148,-,-,kielecki
34,Zajączków8,T,137,72,-,kielecki
35,śurawniki8,Z,1 650,-,-,opatowski
1,BełŜec-Pańska Dolina12,R,636,-,-,tomaszowski
3,Izbica12,Z,26,-,-,krasnostawski
4,Kazimierz Dolny12,Z,1 173,-,-,".
puławski"
5,Klimusin12,E,8,-,0,świdnicki
6,Nasiłów12,Z,tylko pzb.,-,-,puławski
7,Piotrawin12,Z,tylko pzb.,-,"v
-",opolski
8,Wirkowice12,R,691,504,-,krasnostawski
9,Wola Piasecka II12,E,752,752,8,świdnicki
1,Dęborzyczka11,P,11 291,-,-,opoczyński
2,Gapinin11,Z,234,-,"o
-",opoczyński
3,Teofilów11,E,19 516,1 106,143,tomaszowski
1,Bratkówka13,T,373,64,-,krośnieński
2,Budy Jabłońskie13,E,88,-,2,brzozowski
3,Cisowa12,R,1 209,"g
-",-,przemyski
4,Futoma13,E,449,177,91,rzeszowski
5,Niechobrz I13,Z,-,-,-,rzeszowski
6,Ulanica13,R,271,".
-",-,rzeszowski
1,Wola Jasienicka14,R,590,-,-,brzozowski
