Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
20,Polnica-C,R,265,-,-,człuchowski
21,Postolin-Cygusy,Z,1 030,-,-,sztumski
22,Rodowo,M,-,-,-,kwidzyński
23,"w
Roszczyce",Z,6 085,-,-,lęborski
24,Roszczyce II,T,225,-,-,lęborski
25,RóŜyny,T,24,24,-,gdański
26,RóŜyny II,Z,17,-,-,gdański
27,RóŜyny III,R,31,-,-,gdański
28,Skowarcz-Pszczółki,P,1 915,-,-,gdański
29,"w
Sulęczyno",Z,760,-,-,kartuski
30,Trzebielino,M,-,-,-,bytowski
31,Zapceń - pole A,Z,995,-,-,bytowski
1,Barwiny,R,1 645,-,-,olsztyński
2,Bornity,Z,583,-,-,braniewski
3,Bornity I,R,155,-,-,"v
braniewski"
4,Cerkiewnik,P,1 332,-,-,olsztyński
5,Chmielewo,R,193,-,-,piski
6,Chrośle,R,279,-,-,nowomiejski
7,Dobry Lasek,R,666,-,-,mrągowski
8,Florczaki,Z,31,-,"o
-",ostródzki
9,Ględy,Z,33,-,-,ostródzki
10,Ględy 1,T,32,-,-,ostródzki
11,Gronowo,R,1 234,-,-,działdowski
12,Judyty,P,974,-,-,bartoszycki
13,Karnity,P,601,"g
-",-,iławski
14,Kiewry,P,362,-,-,olsztyński
15,Komorowo,P,43,-,-,ostródzki
16,Kruklin,Z,1,".
-",-,giŜycki
17,Kruklin II,Z,-,-,-,giŜycki
18,Lipowskie,P,"i
1 211",-,-,piski
19,Lutek,Z,-,-,-,olsztyński
20,Lutek II,Z,-,-,-,olsztyński
21,Lutek III,Z,"g
4",-,-,olsztyński
22,Lutek IV,Z,86,-,-,olsztyński
23,Lutek V,Z,6,-,-,olsztyński
24,Łukta-Wynki,P,776,-,-,ostródzki
25,Malinowo III,R,226,-,-,nidzicki
26,Malinowo V,"p
Z",60,-,-,olsztyński
27,Malinowo-Pole II,Z,1 006,-,-,olsztyński
28,Malinowo-pole IV,T,108,-,-,olsztyński
29,Mostkowo,R,163,-,-,ostródzki
30,Piłaki,".
R",622,-,-,mrągowski
31,Prusy,T,1 322,-,-,działdowski
32,Prusy II,Z,4,-,-,działdowski
33,Rapa,T,8,-,-,gołdapski
34,"w
Romoty",P,1 122,-,-,ełcki
35,Rynek,R,528,-,-,nowomiejski
36,Sędańsk,R,418,-,-,szczycieński
37,Szczurkowo,R,211,-,-,bartoszycki
38,Szuć,R,2 875,-,-,szczycieński
39,Tarda,P,425,-,-,ostródzki
40,"w
Unieszewo",Z,195,-,-,olsztyński
41,Upałty,Z,-,-,-,giŜycki
43,Wądzyń,Z,230,-,-,ostródzki
44,Wądzyń II,Z,103,-,-,".
ostródzki"
45,Wenecja,T,290,-,-,nowomiejski
46,Wenecja II,T,13,-,-,nowomiejski
47,Wenecja pole A,R,118,-,-,"v
nowomiejski"
48,Zezuj,Z,34,-,-,olsztyński
49,śabin,R,49,-,-,gołdapski
1,Belęcin,R,466,-,"o
-",leszczyński
2,Błotkowo,R,179,-,-,leszczyński
3,Czapury,R,70,-,-,m.Poznań
4,Długa Goślina,T,22,-,-,poznański
5,Kalwy Cieśle,T,150,150,-,poznański
6,Kwiejce-Zbiornik D,R,342,"g
-",-,"czarnkowsko-
trzcianecki"
7,Łękno,Z,1 299,-,-,wągrowiecki
8,Objezierze,Z,1 329,".
-",-,obornicki
9,Panienka,R,348,-,-,jarociński
10,Sierpówko-Kiączyn,R,"i
2 328",-,-,szamotulski
11,Skic,Z,410,-,-,złotowski
12,Skic-Kujan,R,2 894,-,-,"pilski, złotowski"
13,StrzyŜewo Kościelne,Z,78,-,-,gnieźnieński
14,Sypniewo II,Z,"g
10",-,-,złotowski
15,Wrząca,Z,26,-,-,"czarnkowsko-
trzcianecki"
16,Zbąszyń,T,149,137,-,nowotomyski
1,Będgoszcz,P,4 828,-,-,pyrzycki
2,Białogórzyno,Z,94,-,-,białogardzki
3,Bonin (rejon),".
R",413,-,-,koszaliński
4,Bugno,P,1 365,-,-,szczecinecki
5,Człopa,R,1 338,-,-,wałecki
6,"w
Dąbrowa
Nowogardzka-Karsk",R,1 993,-,-,goleniowski
7,Dębina,R,177,-,-,gryfiński
8,Dębina III,T,907,907,-,gryfiński
9,DzierŜęcino (rejon),R,150,-,-,m.Koszalin
10,GiŜyn,P,8 555,-,-,pyrzycki
11,Grabowo,Z,920,-,-,sławieński
12,"w
Gwiazdowo-Kwasowo",R,1 043,-,-,sławieński
13,Hanki-Mirosławiec,T,1 178,1 019,-,wałecki
14,Kazimierz III,R,128,128,-,szczecinecki
16,Konotop III,P,154,-,-,drawski
17,Kraśnik-Recz,P,1 805,-,-,".
choszczeński"
18,Krosino-Mołstowo,R,5 504,-,-,"łobeski, świdwiński"
19,Lubiatowo,P,10 843,-,-,pyrzycki
20,Lubiatowo II,Z,636,-,-,"v
pyrzycki"
21,Lubiatowo III,E,165,165,16,pyrzycki
22,Łubianka,P,1 508,-,-,myśliborski
23,Malechowo,P,336,-,-,sławieński
24,Marcelin,Z,138,-,-,szczecinecki
25,Mielenko Drawskie,Z,128,-,"o
-",drawski
26,Pęczerzyno-Rynowo,T,912,193,-,"łobeski, świdwiński"
27,Prostynia II,Z,-,-,-,drawski
28,Prostynia III,Z,326,-,-,drawski
29,Rusinowo,Z,66,"g
-",-,świdwiński
30,Strzeszów,T,786,-,-,gryfiński
31,Suliszewo,Z,1 877,-,-,choszczeński
32,Tyczewo,Z,113,-,-,białogardzki
33,Tyczewo I,Z,559,".
-",-,białogardzki
34,Wielimskie Bagno,R,803,580,-,szczecinecki
35,Wierzbno,P,"i
3 061",-,-,pyrzycki
36,Witkowo,P,506,-,-,stargardzki
37,Wołowe Lasy,R,1 178,-,-,wałecki
38,Wyszebórz (rejon),R,"g
599",-,-,koszaliński
39,śelewo,R,24,-,-,gryfiński
